Gene,UniProt,Sample type,Tissue,Species,Repository,Reference,Confidence Score,Description,Coverage Map File,Total Ion Intensity
Fbln1,Q08879-2,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,84.9024,Isoform C of Fibulin-1,Normal lung ECM (Quantitative detergent solubility profiling)_Q08879-2.html,36996600
Hyal2,O35632,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,83.6779,Hyaluronidase-2,Normal lung_O35632.html,710539
Hyal2,O35632,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,83.6779,Hyaluronidase-2,Normal lung ECM (Quantitative detergent solubility profiling)_O35632.html,171351008
Sema3c,Q62181,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,82.8279,Semaphorin-3C,Normal lung_Q62181.html,195765
Sema3c,Q62181,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,82.8279,Semaphorin-3C,Normal lung ECM (Quantitative detergent solubility profiling)_Q62181.html,47523300
Mmp2,P33434,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,80.6366,72 kDa type IV collagenase,Bronchoalveolar lavage of fibrotic lung_P33434.html,143539008
Mmp2,P33434,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,80.6366,72 kDa type IV collagenase,Normal lung_P33434.html,28271.2
Mmp2,P33434,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,80.6366,72 kDa type IV collagenase,Normal lung ECM (Quantitative detergent solubility profiling)_P33434.html,31065100
Megf6,Q80V70,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,79.5908,Multiple epidermal growth factor-like domains protein 6,Normal lung_Q80V70.html,12459300
Megf6,Q80V70,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,79.5908,Multiple epidermal growth factor-like domains protein 6,Normal lung_Q80V70.html,12459300
Megf6,Q80V70,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,79.5908,Multiple epidermal growth factor-like domains protein 6,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q80V70.html,1932010
Megf6,Q80V70,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,79.5908,Multiple epidermal growth factor-like domains protein 6,Normal lung ECM (Quantitative detergent solubility profiling)_Q80V70.html,33019200
Mbl2,P41317,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,79.5405,Mannose-binding protein C,Bronchoalveolar lavage of fibrotic lung_P41317.html,121671000
Mbl2,P41317,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,79.5405,Mannose-binding protein C,Normal lung_P41317.html,22394100
Mbl2,P41317,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,79.5405,Mannose-binding protein C,Normal lung ECM (Quantitative detergent solubility profiling)_P41317.html,3419260
Itih5,Q8BJD1,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,79.4317,Inter-alpha-trypsin inhibitor heavy chain H5,Normal lung_Q8BJD1.html,276550
Itih5,Q8BJD1,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,79.4317,Inter-alpha-trypsin inhibitor heavy chain H5,Normal lung ECM (Quantitative detergent solubility profiling)_Q8BJD1.html,8856330
Plod1,Q9R0E2,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,74.9785,Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1,Bronchoalveolar lavage of normal lung_Q9R0E2.html,4735020
Plod1,Q9R0E2,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,74.9785,Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1,Normal lung_Q9R0E2.html,170875
Plod1,Q9R0E2,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,74.9785,Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1,Normal lung ECM (Quantitative detergent solubility profiling)_Q9R0E2.html,7042880
Lamc2,Q61092,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,74.1355,Laminin subunit gamma-2,Normal lung_Q61092.html,715457980
Lamc2,Q61092,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,74.1355,Laminin subunit gamma-2,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q61092.html,217116000
Mmp8,O70138,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,73.996,Neutrophil collagenase,Bronchoalveolar lavage of fibrotic lung_O70138.html,14443300
Mmp8,O70138,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,73.996,Neutrophil collagenase,Normal lung ECM (Quantitative detergent solubility profiling)_O70138.html,106525000
Ntn4,Q9JI33,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,73.7826,Netrin-4,Normal lung_Q9JI33.html,12688100
Ntn4,Q9JI33,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,73.7826,Netrin-4,Normal lung_Q9JI33.html,12688100
Ntn4,Q9JI33,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,73.7826,Netrin-4,Normal lung ECM (Quantitative detergent solubility profiling)_Q9JI33.html,50140400
Timp3,P39876,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,72.0216,Metalloproteinase inhibitor 3,Normal lung_P39876.html,305375
Timp3,P39876,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,72.0216,Metalloproteinase inhibitor 3,Normal lung ECM (Quantitative detergent solubility profiling)_P39876.html,160636992
Htra1,Q9R118,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,71.7646,Serine protease HTRA1,Normal lung_Q9R118.html,7719790
Htra1,Q9R118,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,71.7646,Serine protease HTRA1,Normal lung_Q9R118.html,7719790
Htra1,Q9R118,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,71.7646,Serine protease HTRA1,Normal lung ECM (Quantitative detergent solubility profiling)_Q9R118.html,13174700
Svep1,A2AVA0,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,71.1277,Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1,Bronchoalveolar lavage of fibrotic lung_A2AVA0.html,82307800
Svep1,A2AVA0,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,71.1277,Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1,Normal lung_A2AVA0.html,1108240
Svep1,A2AVA0,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,71.1277,Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1,Normal lung_A2AVA0.html,1108240
Svep1,A2AVA0,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,71.1277,Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1,Normal lung ECM (Quantitative detergent solubility profiling)_A2AVA0.html,17637000
Muc2,Q80Z19,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,71.0135,Mucin-2 (Fragments),Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q80Z19.html,12568600
Muc2,Q80Z19,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,71.0135,Mucin-2 (Fragments),Normal lung ECM (Quantitative detergent solubility profiling)_Q80Z19.html,24214500
Npnt,Q91V88,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,70.2917,Nephronectin,Normal lung_Q91V88.html,41896200
Npnt,Q91V88,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,70.2917,Nephronectin,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_Q91V88.html,372927008
F10,O88947,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,69.6484,Coagulation factor X,Bronchoalveolar lavage of fibrotic lung_O88947.html,1675069950
F10,O88947,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,69.6484,Coagulation factor X,Bronchoalveolar lavage of normal lung_O88947.html,15126600
Kcp,Q3U492,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,68.9744,Kielin/chordin-like protein,Bronchoalveolar lavage of fibrotic lung_Q3U492.html,50951400
Kcp,Q3U492,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,68.9744,Kielin/chordin-like protein,Bronchoalveolar lavage of normal lung_Q3U492.html,1105490
Kcp,Q3U492,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,68.9744,Kielin/chordin-like protein,Normal lung_Q3U492.html,17613600
Kcp,Q3U492,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,68.9744,Kielin/chordin-like protein,Normal lung_Q3U492.html,17613600
Col2a1,P28481-5,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,68.5398,Isoform 5 of Collagen alpha-1(II) chain,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P28481-5.html,1695810050
Fstl1,Q62356,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,68.3829,Follistatin-related protein 1,Bronchoalveolar lavage of fibrotic lung_Q62356.html,115566000
Mgp,P19788,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,67.8606,Matrix Gla protein,Bronchoalveolar lavage of fibrotic lung_P19788.html,49580100
Mgp,P19788,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,67.8606,Matrix Gla protein,Normal lung_P19788.html,6144390
Mgp,P19788,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,67.8606,Matrix Gla protein,Normal lung_P19788.html,6144390
Mgp,P19788,Normal lung / Lung adenocarcinoma / Lymph node metastasis (TMT experiment),Lung,mouse,PXD003517,10.1073/pnas.1707054114,67.8606,Matrix Gla protein,Normal lung _ Lung adenocarcinoma _ Lymph node metastasis (TMT experiment)_P19788.html,658909
Mgp,P19788,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,67.8606,Matrix Gla protein,Normal lung ECM (Quantitative detergent solubility profiling)_P19788.html,17335200
C1qc,Q02105,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,66.8868,Complement C1q subcomponent subunit C,Bronchoalveolar lavage of fibrotic lung_Q02105.html,291064992
C1qc,Q02105,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,66.8868,Complement C1q subcomponent subunit C,Bronchoalveolar lavage of normal lung_Q02105.html,373172
C1qc,Q02105,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,66.8868,Complement C1q subcomponent subunit C,Normal lung_Q02105.html,419138
C1qc,Q02105,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,66.8868,Complement C1q subcomponent subunit C,Normal lung_Q02105.html,419138
F13b,Q07968,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,65.8222,Coagulation factor XIII B chain,Bronchoalveolar lavage of fibrotic lung_Q07968.html,487840992
F13b,Q07968,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,65.8222,Coagulation factor XIII B chain,Bronchoalveolar lavage of normal lung_Q07968.html,1098550
F13b,Q07968,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,65.8222,Coagulation factor XIII B chain,Normal lung ECM (Quantitative detergent solubility profiling)_Q07968.html,4765630
Matn4,O89029,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,64.5355,Matrilin-4,Normal lung_O89029.html,222584
Matn4,O89029,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,64.5355,Matrilin-4,Normal lung ECM (Quantitative detergent solubility profiling)_O89029.html,34286900
Ctsg,P28293,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,64.2257,Cathepsin G,Normal lung_P28293.html,22594900
Ctsg,P28293,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,64.2257,Cathepsin G,Normal lung_P28293.html,22594900
Ctsg,P28293,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,64.2257,Cathepsin G,Normal lung ECM (Quantitative detergent solubility profiling)_P28293.html,60861600
Muc1,Q02496,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,63.9776,Mucin-1,Bronchoalveolar lavage of fibrotic lung_Q02496.html,249410000
Muc1,Q02496,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,63.9776,Mucin-1,Bronchoalveolar lavage of normal lung_Q02496.html,27483400
Muc1,Q02496,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,63.9776,Mucin-1,Normal lung ECM (Quantitative detergent solubility profiling)_Q02496.html,74627504
P4ha1,Q60715,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,62.2876,Prolyl 4-hydroxylase subunit alpha-1,Normal lung ECM (Quantitative detergent solubility profiling)_Q60715.html,45101200
Timp1,P12032,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,60.4395,Metalloproteinase inhibitor 1,Bronchoalveolar lavage of fibrotic lung_P12032.html,24105800
Frem1,Q684R7-3,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,58.6487,Isoform 3 of FRAS1-related extracellular matrix protein 1,Normal lung_Q684R7-3.html,1411570
Frem1,Q684R7-3,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,58.6487,Isoform 3 of FRAS1-related extracellular matrix protein 1,Normal lung ECM (Quantitative detergent solubility profiling)_Q684R7-3.html,34793900
Fgf2,P15655,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,58.5418,Fibroblast growth factor 2,Normal lung_P15655.html,160015
Fgf2,P15655,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,58.5418,Fibroblast growth factor 2,Normal lung ECM (Quantitative detergent solubility profiling)_P15655.html,209456000
Il16,O54824,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,58.488,Pro-interleukin-16,Normal lung_O54824.html,53606
Il16,O54824,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,58.488,Pro-interleukin-16,Normal lung ECM (Quantitative detergent solubility profiling)_O54824.html,110071000
Cela1,Q91X79,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,57.8721,Chymotrypsin-like elastase family member 1,Bronchoalveolar lavage of fibrotic lung_Q91X79.html,195054000
Cela1,Q91X79,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,57.8721,Chymotrypsin-like elastase family member 1,Bronchoalveolar lavage of normal lung_Q91X79.html,14182500
Wisp2,Q9Z0G4,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,56.7638,WNT1-inducible-signaling pathway protein 2,Normal lung_Q9Z0G4.html,78263600
Wisp2,Q9Z0G4,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,56.7638,WNT1-inducible-signaling pathway protein 2,Normal lung_Q9Z0G4.html,78263600
Wisp2,Q9Z0G4,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,56.7638,WNT1-inducible-signaling pathway protein 2,Normal lung ECM (Quantitative detergent solubility profiling)_Q9Z0G4.html,2477700
Lama1,P19137,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,54.9816,Laminin subunit alpha-1,Normal lung_P19137.html,62107.4
Lama1,P19137,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,54.9816,Laminin subunit alpha-1,Normal lung ECM (Quantitative detergent solubility profiling)_P19137.html,99274000
Igfbp6,P47880,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,53.5158,Insulin-like growth factor-binding protein 6,Bronchoalveolar lavage of fibrotic lung_P47880.html,11321700
Igfbp6,P47880,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,53.5158,Insulin-like growth factor-binding protein 6,Bronchoalveolar lavage of normal lung_P47880.html,2997310
Igfbp6,P47880,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,53.5158,Insulin-like growth factor-binding protein 6,Normal lung_P47880.html,53878.4
Igfbp6,P47880,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,53.5158,Insulin-like growth factor-binding protein 6,Normal lung ECM (Quantitative detergent solubility profiling)_P47880.html,9595730
Habp2,Q8K0D2,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,52.4085,Hyaluronan-binding protein 2,Bronchoalveolar lavage of fibrotic lung_Q8K0D2.html,372278016
Habp2,Q8K0D2,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,52.4085,Hyaluronan-binding protein 2,Bronchoalveolar lavage of normal lung_Q8K0D2.html,14641900
Serpine1,P22777,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,52.1945,Plasminogen activator inhibitor 1,Bronchoalveolar lavage of fibrotic lung_P22777.html,509033984
Serpine1,P22777,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,52.1945,Plasminogen activator inhibitor 1,Bronchoalveolar lavage of normal lung_P22777.html,36957700
Fgf1,P61148,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,52.1513,Fibroblast growth factor 1,Bronchoalveolar lavage of fibrotic lung_P61148.html,77196800
Fgf1,P61148,Bronchoalveolar lavage of normal lung,Lung,mouse,PXD001765,10.15252/msb.20156123,52.1513,Fibroblast growth factor 1,Bronchoalveolar lavage of normal lung_P61148.html,9530060
Fgf1,P61148,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,52.1513,Fibroblast growth factor 1,Normal lung ECM (Quantitative detergent solubility profiling)_P61148.html,13225200
Masp2,Q91WP0,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,51.3604,Mannan-binding lectin serine protease 2,Bronchoalveolar lavage of fibrotic lung_Q91WP0.html,111772000
Masp2,Q91WP0,Normal lung ECM (Quantitative detergent solubility profiling),Lung,mouse,PXD001765,10.15252/msb.20156123,51.3604,Mannan-binding lectin serine protease 2,Normal lung ECM (Quantitative detergent solubility profiling)_Q91WP0.html,346495
Mmp19,Q9JHI0,Bronchoalveolar lavage of fibrotic lung,Lung,mouse,PXD001765,10.15252/msb.20156123,51.3219,Matrix metalloproteinase-19,Bronchoalveolar lavage of fibrotic lung_Q9JHI0.html,116301000
Mmp19,Q9JHI0,Normal lung,Lung,mouse,MSV000078494,10.1074/mcp.M111.014647,51.3219,Matrix metalloproteinase-19,Normal lung_Q9JHI0.html,7147310
Mmp19,Q9JHI0,Normal lung,Lung,mouse,PXD006579,10.1016/j.semcdb.2018.06.005,51.3219,Matrix metalloproteinase-19,Normal lung_Q9JHI0.html,7147310
